OBJECTID,CASENUMBER,MODULENAME,CASEID,WORKCLASS,APPLICATIONDATE,PROJECTID,PROJECTNAME,GISHISTORYQUEUEID,SPATIALTYPE,SPATIALID,CASETYPE,CASEWORKCLASS,STATUS,DESCRIPTION,ISSUEDATE,EXPIREDATE,MAIN_ADDRESS_LINE1,MAIN_ADDRESS_LINE2,OWNER,BUSINESSPHONE,LASTCHANGEDON,SHAPE.AREA,SHAPE.LEN
418516,CPLN2019002183,PlanManagement,ce63be76-cff0-41c1-a86d-0d25853192ac,Master Sign Plan,1547047637000.0, ,,c574d974-be9b-4171-8a63-1ef5ca7b44e8,Parcel,19110601011,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Smiths Distribution Warehouse,,,1775 EXECUTIVE AIRPORT DR,"HENDERSON, NV 89044",Hartlauer Signs,7028804328,1546992000000.0,1183664.8667228,4595.59513977056
418519,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
418521,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
418522,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
418524,CPLN2019003712,PlanManagement,dca3d87e-da28-461a-9986-924e0ef5f678,Master Sign Plan,1566479936000.0, ,,b89f313c-ae4b-41f9-a8c3-993a814e76ed,Parcel,19103101020,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Aviator Apartments,,,3660 ST ROSE PKWY,"HENDERSON, NV 89052","Architectural Design & Signs, Inc",7027957001,1566432000000.0,819782.756579766,5405.01577193378
418525,CPLN2020004896,PlanManagement,1762d474-0397-488b-b28a-1726c3fbed43,Master Sign Plan,1581586636000.0, ,,e786dd7e-218d-4053-8eab-0e7b14ed0313,Parcel,17805101004,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Please Delete,,,4563 E SUNSET RD,"HENDERSON, NV 89014",Village Pub Green Valley Holdings LLC,7027338901,1581552000000.0,27768.221274571402,667.062908607022
418526,CPLN2020005004,PlanManagement,36c5f68b-af9d-44ae-a3d1-70f0fe5f952c,Master Sign Plan,1582797560000.0, ,,d330adb8-6663-4da4-b0bd-31e43815a94e,Parcel,19110210004,CD - Current Planning and Entitlements,Master Sign Plan,Pending,,,,12300 BERMUDA RD,"HENDERSON, NV 89044","South 15 Amigo Dev8, LLC",7028027840,1582761600000.0,796811.0918325259,3730.70174051396
418527,CPLN2020005284,PlanManagement,737e8c53-0181-4ffa-ae60-791ae1971453,Master Sign Plan,1586446872000.0, ,,748fb9ab-4763-48fe-b8d3-2c24a0b3542a,Parcel,17818814003,CD - Current Planning and Entitlements,Master Sign Plan,Pending,PEBBLE MARKETPLACE - Bank of America Sign ,,,1100 N GREEN VALLEY PKWY,"HENDERSON, NV 89074",High Impact Signs& Design ,7027367446,1586390400000.0,44542.6139472763,941.0327851230281
418528,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
418534,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
418536,CPLN2021007302,PlanManagement,eb4738b5-5c8a-4972-8a8c-1828b4f961c2,Master Sign Plan,1616428646000.0, ,,d6b47741-afcd-4e88-b265-830aaab95bf9,Parcel,17816815008,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Aspire @ Paseo Elevation MSP,,,1490 PASEO VERDE PKWY,"HENDERSON, NV 89012","Fusion Sign & Design, Inc.",7029490760,1616371200000.0,173081.996799215,1775.51234991585
418538,CPLN2021008103,PlanManagement,407c3d24-e90b-4060-ba66-8bb61f3bc635,Master Sign Plan,1625751701000.0, ,,d4b97539-5c0c-4d1b-ba37-5f341b78f7af,Parcel,17815402028,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Hannah Brown Elementary School Signs MSP,,,10 CHAPATA DR,"HENDERSON, NV 89012",CCSD,70279952145419,1625702400000.0,438600.97492337605,2823.03330174559
418542,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
418544,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
418545,CPLN2021007162,PlanManagement,49b650ac-2bb2-492e-8686-cd56085ac225,Master Sign Plan,1614784953000.0, ,,346a8bdb-5700-4f9c-acc1-ec071dc767b9,Parcel,17816815007,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Dollar Self-Storage 20 MSP,,,20 S ARROYO GRANDE BLVD,"HENDERSON, NV 89012",High Impact Sign,7023363336,1614729600000.0,160280.257205187,2225.02377027913
418546,CPLN2021007878,PlanManagement,c76ef611-4f2f-413e-ba50-2090e12a49a1,Master Sign Plan,1623236821000.0, ,,0ac78e5e-3036-4120-b5db-b0db279d84e8,Parcel,19110710004,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Speedee Mart at Volunteer Via Inspirada,,,3465 VOLUNTEER BLVD,"HENDERSON, NV",Turnbow Sign & Art,4159864211,1623196800000.0,70160.4338302754,1096.48126309951
418551,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
418552,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
418555,SP-4-98,,,,,,GREEN VALLEY CORPORATE CENTER,,,,,,,ANC/YESCO,,,701 N GREEN VALLEY PKWY,,,,,1001294.93489449,5647.9758882305005
418556,SP-4-99,,,,,,SUNSET RIDGE PROFESSIONAL/VENICE BEACH RESTAURANT,,,,,,,CDS SIGNS,,,2920 N GREEN VALLEY PKWY,,,,,36419.235723648504,809.3775901282901
418557,SP-40-98,,,,,,PARKWAY SPRINGS PLAZA,,,,,,,FEDERAL SIGNS,,,2265 N GREEN VALLEY PKWY,,,,,624918.532913805,4054.5819670244
418558,SP-42-98,,,,,,ARROYO GRANDE SPRINGS SHOPPING CENTER,,,,,,,DUNRITE CONSTRUCTION,,,1650 W WARM SPRINGS RD,,,,,109883.91987922801,1384.00831158989
418559,SP-43-98,,,,,,CITY STOP II,,,,,,,CITY STOP II,,,971 S BOULDER HWY,,,,,42682.754341213,860.888506234817
418560,SP-44-98,,,,,,HORIZON COMMERCIAL 7-11,,,,,,,LORAINNE HARRIS,,,2490 W HORIZON RIDGE PKWY,,,,,81089.10249296551,1130.90682626
418562,SP-5-00,,,,,,SUNSET WINDS,,,,,,,LINDA BASSETT WARRTON PROPERTY MGMT.,,,551 EIGER WY,,,,,322782.36489035597,2883.1110586804302
418563,SP-5-95,,,,,,CROSSROADS AT GREEN VALLEY PKWY,,,,,,, ,,,2312 S GREEN VALLEY PKWY,,,,,673930.675961137,4070.59789907425
418564,SP-5-96,,,,,,PARCEL 14,,,,,,,GARY COOK/COLLINS/ESI,,,1701 N GREEN VALLEY PKWY,,,,,74271.5496575915,1157.94264407647
418565,SP-5-97,,,,,,BOULDER MARKETPLACE/ROADRUNNER CASINO,,,,,,,AD ART ELECTRIC SIGN,,,754 S BOULDER HWY,,,,,25668.605809404504,893.983758389766
418566,SP-5-98,,,,,,BELTWAY PLAZA (EASTERN/SERENE COMMERCIAL CENTER),,,,,,,FIRST AMERICAN EQUITIES,,,9300 S EASTERN AVE,,,,,331954.91109724104,2276.80585881247
418567,SP-5-99,,,,,,FREMONT MEDICAL CENTER,,,,,,,VISION SIGNS,,,595 W LAKE MEAD PKWY,,,,,164263.33247636602,2075.2395530574
418568,SP-6-00,,,,,,LAKE MEAD POINTE,,,,,,,CHEVRON PRODUCTS,,,1395 E LAKE MEAD PKWY,,,,,52019.9277959503,1277.45208738629
418569,SP-6-95,,,,,,GREEN VALLEY CIVIC CENTER,,,,,,, ,,,2601-2651 N GREEN VALLEY PKWY,,,,,388458.068009134,2476.31234208476
418570,SP-6-96,,,,,,TERRIBLE HERBST,,,,,,,JERRY HERBST,,,2601 WIGWAM PKWY,,,,,63316.938981006,1022.45711391857
418571,SP-6-97,,,,,,REBEL 76 SERVICE STATION,,,,,,,REBEL 76,,,601 W LAKE MEAD PKWY,,,,,142274.841571764,1822.4625228423602
418572,SP-6-98,,,,,,ADOBE PLAZA/RITOFF,,,,,,,HARRIS RITOFF,,,1351 W WARM SPRINGS RD,,,,,535866.632308813,4726.48085042647
418574,SP-7-00,,,,,,LAKE POINT MARKET - SAMROSE/PIEKOFF CENTER,,,,,,,SAMROSE/PIEKOFF,,,181 N ARROYO GRANDE BLVD,,,,,93073.2152773223,1655.74082376196
418575,SP-7-96,,,,,,THE RESERVE,,,,,,,YOUNG ELECTRIC SIGN COMPANY,,,777 W LAKE MEAD PKWY,,,,,1897701.11333703,5999.73770633268
418576,SP-7-97,,,,,,WHITNEY RANCH BUSINESS CENTER/WAREHOUSES,,,,,,,WHITNEY RANCH BUSINESS,,,1000 STEPHANIE PL,,,,,120147.107527482,1849.21166005492
418577,SP-7-98,,,,,,GALLERIA CORPORATE CENTER,,,,,,,GALLERIA CORPORATE CENTER,,,WARM SPRINGS RD/STEPHANIE ST,,,,,661079.866838112,3246.0154938510304
418578,SP-7-99,,,,,,TERRIBLE HERBST #212,,,,,,,JOHN MARCHIANO,,,201 N PECOS RD,,,,,48682.7263361634,866.683412860323
418580,SP-8-95,,,,,,WARREN WALKER PRESCHOOL,,,,,,, ,,,2150 WINDMILL PKWY,,,,,164974.678999894,1886.4098516064
418581,SP-8-96,,,,,,SUNSET STATION HOTEL AND CASINO,,,,,,,STATION CASINOS,,,1301 W SUNSET RD,,,,,4090124.34350306,12434.802851498702
418582,SP-8-98,,,,,,CHAMPION VILLAGE PLAZA,,,,,,,CHAMPION VILLAGE,,,75 S GIBSON RD,,,,,224348.491458971,2068.19659369521
418583,SP-8-99,,,,,,RAINBOW CASINO,,,,,,,HEATH SIGNS,,,122 WATER ST,,,,,23825.7315041778,624.07688885717
418584,SP-9-00,,,,,,ROBINDALE CENTRE,,,,,,,ROBINDALE CENTRE,,,"301,305,311, 321 N PECOS RD",,,,,166209.74797769,1704.20100437772
418585,SP-9-95,,,,,,WINDMILL COMMERCIAL CENTER,,,,,,,SIGN SYSTEMS,,,2555-2591 WINDMILL PKWY,,,,,349207.385823809,2420.6645459711303
418586,SP-9-96,,,,,,GREEN VALLEY MEDICAL OFFICE BUILDING,,,,,,,KITTRELL GARLOCK,,,299 N PECOS RD,,,,,20681.6866810353,648.38303087007
418587,SP-9-97,,,,,,WHITNEY RANCH BUSINESS PARK,,,,,,,WHITNEY RANCH BUSINESS PARK,,,5600 E RUSSELL RD,,,,,617894.888438603,3883.4763029187
418588,SP-30-95,,,,,,OASIS SUMMIT,,,,,,,OASIS RESIDENTIAL,,,2675 WINDMILL PKWY,,,,,921963.11402601,4847.68261133603
418589,SP-30-96,,,,,,PEBBLE MARKETPLACE,,,,,,,ANC,,,500-1500 N GREEN VALLEY PKWY,,,,,809751.696645237,4483.60344602254
418590,SP-30-97,,,,,,CREATIVE KIDS DAYCARE,,,,,,,CREATIVE KIDS,,,6531 ANNIE OAKLEY DR,,,,,30175.8932389349,709.806464918332
418591,SP-30-98,,,,,,NEVADA STATE BANK,,,,,,,VISION SIGNS,,,1501 W WARM SPRINGS RD,,,,,54289.264951700905,932.675105458183
418642,SP-38-99,,,,,,MACDONALD CORPORATE CENTER,,,,,,,MACDONALD PROPERTIES,,,1700 HORIZON RIDGE PKWY #200,,,,,98270.8827041125,1508.1515205122303
418643,SP-39-98,,,,,,WHITNEY RANCH BUSINESS PARK,,,,,,,WHITNEY RANCH BUSINESS PARK,,,5600 E RUSSELL RD,,,,,617894.888438603,3883.4763029187
418644,SP-29-99,,,,,,P.T. MINING CO.,,,,,,,P.T. GAMING LLC,,,920 S BOULDER HWY,,,,,264256.97876365203,2616.5089237556704
418645,SP-3-00,,,,,,SUNSET SERVICE CENTER,,,,,,,ROBERT FELDMAN-SAM FELDMAN TRUST,,,745 E SUNSET RD,,,,,79918.38718433141,1241.67544476693
418646,SP-3-96,,,,,,THE RESERVE,,,,,,,YOUNG ELECTRIC SIGN COMPANY,,,777 W LAKE MEAD PKWY,,,,,1897701.11333703,5999.73770633268
418647,SP-3-97,,,,,,PLAZA LA PAZ,,,,,,,MILTON BOZANIC,,,4401 E SUNSET RD,,,,,38220.4689314405,934.558300111257
418648,SP-3-98,,,,,,PASEO VERDE PLAZA,,,,,,,AMERICAN NEVADA CORPORATION,,,55-75 S VALLE VERDE DR,,,,,469656.06374928297,3128.2838223654903
418649,SP-3-99,,,,,,TERRIBLE HERBST PECOS/WINDMILL,,,,,,,RFA,,,201 N PECOS RD,,,,,65465.88696540351,1010.1012072740201
418650,SP-30-94,,,,,,PECOS WINDMILL PLAZA,,,,,,,WARREN KELLOGG & ASSOC.,,,2601 WINDMILL PKWY,,,,,522030.54458368407,2940.00727858511
418651,SP-28-96,,,,,,HENDERSON SHOPPING VILLAGE,,,,,,,DEL TACO,,,830 S BOULDER HWY,,,,,331729.34321376804,3195.5401116777703
418652,SP-39-99,,,,,,OPPORTUNITY VILLAGE,,,,,,,OPPORTUNITY VILLAGE,,,451 E LAKE MEAD PKWY,,,,,80346.2130436276,1645.80547542793
418653,SP-4-00,,,,,,GREEN VALLEY STORAGE LAKE MEAD/WARM SPRINGS,,,,,,,GREEN VALLEY STORAGE,,,799 E LAKE MEAD PKWY,,,,,238039.972289781,2976.5141961698
418654,SP-4-95,,,,,,CROSSROADS AT SUNSET,,,,,,, ,,,1401 W SUNSET RD,,,,,609796.920703826,3130.2717837773503
418655,SP-4-96,,,,,,BURGER KING,,,,,,,GLENCO MGMT INC,,,300 E LAKE MEAD PKWY,,,,,565356.9656331659,4044.5631001988804
418656,SP-4-97,,,,,,SUNSET STATION HOTEL AND CASINO,,,,,,,STATION CASINOS,,,1301 W SUNSET RD,,,,,4090126.6474086,12427.7121363653
418592,SP-30-99,,,,,,K-MART,,,,,,,FANCHER DEVELOPMENT,,,732 S RACETRACK RD,,,,,378182.23719767795,2547.01615989758
418593,SP-31-94,,,,,,RENATAS/OUTBACK,,,,,,,GUS TZANETOPOULOS/SIGN SYSTEMS,,,4423 E SUNSET RD,,,,,661094.550329023,3562.5811509489
418594,SP-31-95,,,,,,VALLEY AUTO MALL,,,,,,,VALLEY AUTO MALL,,,300 AUTO MALL DR,,,,,4538212.61535224,24765.8826412485
418595,SP-24-98,,,,,,SUNSET STATION HOTEL AND CASINO,,,,,,,STATION CASINOS,,,1301 W SUNSET RD,,,,,4090124.71583374,12427.721876958201
418596,SP-24-99,,,,,,HORIZON MARKETPLACE,,,,,,,HORIZON PROPERTIES,,,10600 S EASTERN AVE,,,,,595311.229504971,3195.63226103398
418598,SP-25-95,,,,,,FREMONT MEDICAL CENTER,,,,,,,VISION SIGNS,,,595 W LAKE MEAD PKWY,,,,,164263.33247636602,2075.2395530574
418599,SP-24-96,,,,,,AUTO NATION USA,,,,,,,AUTO NATION USA,,,1000 W WARM SPRINGS RD,,,,,540688.2068548009,2981.8686796370603
418601,SP-25-96,,,,,,FAST EDDIES,,,,,,,YOUNG ELECTRIC SIGN COMPANY,,,4665 E SUNSET RD,,,,,43367.9319014298,856.222070065776
418602,SP-25-97,,,,,,ADOBE PLAZA/RITOFF,,,,,,,HARRIS RITOFF,,,1351 W WARM SPRINGS RD,,,,,535866.632308813,4726.48085042647
418603,SP-28-97,,,,,,SOUTH VALLEY RANCH APARTMENTS AMENDMENT,,,,,,,AMLAND DEVELOPMENT,,,701 ASPEN PEAK LOOP,,,,,756734.8380775669,3491.20890545912
418604,SP-28-98,,,,,,HORIZON POINT,,,,,,, ,,,HORIZON RIDGE PKWY/EASTERN AVE,,,,,27056.5828841514,662.970141445521
418605,SP-28-99,,,,,,CASHMAN EQUIPMENT,,,,,,,CASHMAN EQUIPMENT,,,561 PARKSON RD,,,,,72926.9277505404,1087.19527494834
418606,SP-22-95,,,,,,GALLERIA COMMONS,,,,,,,YOUNG ELECTRIC SIGN COMPANY,,,500 N STEPHANIE ST,,,,,1057183.75498738,4159.9312070157
418607,SP-28-95,,,,,,OASIS GLEN,,,,,,,OASIS RESIDENTIAL,,,2501 WIGWAM PKWY,,,,,217847.765434086,2108.84388958013
418608,SP-22-96,,,,,,EASTERN WIGWAM COMMERCIAL CENTER,,,,,,,ANC-MITCH MIZE,,,8400-8480 S EASTERN AVE,,,,,113597.757365909,1460.0881254195601
418609,SP-22-97,,,,,,ROADHOUSE CASINO,,,,,,,MCMACKIN,,,2100 N BOULDER HWY,,,,,317778.420808516,3546.9111663657304
418610,SP-22-98,,,,,,COAST CENTER,,,,,,,VISION SIGNS,,,520 E LAKE MEAD PKWY,,,,,306381.35718896304,2475.50155672264
418612,SP-23-00,,,,,,WALGREENS AT HORIZON RIDGE,,,,,,,EAST WEST INV.,,,1360 W HORIZON RIDGE PKWY,,,,,118892.424508787,1402.8672405320701
418613,CPLN2022010127,PlanManagement,ee441525-7b7b-460f-b7f8-7dc47d09a67a,Master Sign Plan,1650285609000.0, ,,450633ac-7ecb-4fc3-a8a9-c6300ed605ac,Parcel,17810401005,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Ventana Canyon Apartments MSP,,,1250 AMERICAN PACIFIC DR,"HENDERSON, NV 89074",Impact Sign & Graphics LLC,7025707777,1651510271000.0,628230.238024062,3210.91486984856
418615,CPLN2022010129,PlanManagement,12cb14d0-eda2-4a4c-b71f-ae52ecbf2d78,Master Sign Plan,1650292037000.0, ,,d0e2b20e-8aa6-4855-b7b3-c97553faf7e8,Parcel,17810801004,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Remington Canyon Apartments MSP,,,1000 AMERICAN PACIFIC DR,"HENDERSON, NV 89074",Impact Sign & Graphics LLC,7025707777,1651510306000.0,553129.098394998,2963.3711880181504
418617,CPLN2022009598,PlanManagement,b1850c75-19a8-49b3-bf40-5b4a7f1ac006,Master Sign Plan,1644506978000.0, ,,9b7434b2-e662-40c8-952d-71026c3c6993,Parcel,16132310002,CD - Current Planning and Entitlements,Master Sign Plan,Approved,Sunset Ridge Professional Plaza - The Perry Foundation MSP,,,2920 N GREEN VALLEY PKWY 700,"HENDERSON, NV 89014","Vision Sign, Inc.",7028957474249,1648080000000.0,25905.064187558,709.104703837045
418618,CPLN2022010129,PlanManagement,12cb14d0-eda2-4a4c-b71f-ae52ecbf2d78,Master Sign Plan,1650292037000.0, ,,d0e2b20e-8aa6-4855-b7b3-c97553faf7e8,Parcel,17810801004,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Remington Canyon Apartments MSP,,,1000 AMERICAN PACIFIC DR,"HENDERSON, NV 89074",Impact Sign & Graphics LLC,7025707777,1650240000000.0,553129.098394998,2963.3711880181504
418619,CPLN2022009523,PlanManagement,ae48e6b6-0802-41b9-9775-fa078fd5fefb,Master Sign Plan,1643646585000.0, ,HORIZON POINTE,2c0da62a-c508-441e-b541-63dbde143089,Parcel,17725810007,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Horizon Pointe MSP,,,10520 S EASTERN AVE 110,"HENDERSON, NV 89052",IKON GROUP LLC.,7023389367,1648080000000.0,31989.75099791,720.270385546552
418620,CPLN2022010127,PlanManagement,ee441525-7b7b-460f-b7f8-7dc47d09a67a,Master Sign Plan,1650285609000.0, ,,450633ac-7ecb-4fc3-a8a9-c6300ed605ac,Parcel,17810401005,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Ventana Canyon Apartments MSP,,,1250 AMERICAN PACIFIC DR,"HENDERSON, NV 89074",Impact Sign & Graphics LLC,7025707777,1651766354000.0,628230.238024062,3210.91486984856
418622,CPLN2022010129,PlanManagement,12cb14d0-eda2-4a4c-b71f-ae52ecbf2d78,Master Sign Plan,1650292037000.0, ,,d0e2b20e-8aa6-4855-b7b3-c97553faf7e8,Parcel,17810801004,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Remington Canyon Apartments MSP,,,1000 AMERICAN PACIFIC DR,"HENDERSON, NV 89074",Impact Sign & Graphics LLC,7025707777,1651766447000.0,553129.098394998,2963.3711880181504
418628,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
418629,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
418631,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
418633,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
418634,CPLN2021006836,PlanManagement,20fe2437-62f6-47be-ab1d-a1927402b6f8,Master Sign Plan,1610362325000.0, ,,050a7853-ba87-43ec-90fb-cd97fe641b9d,Parcel,17918701001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,The Pass Casino MSP,,,140 S WATER ST,"HENDERSON, NV 89015","Patricks Signs, Inc.",7028734463,1610323200000.0,137480.620140864,1600.3436836417002
418638,CPLN2021007524,PlanManagement,850e0ffd-ac4f-4318-bc20-5bb266aa1cdb,Master Sign Plan,1618913773000.0, ,,567c67f1-58ef-46a7-a911-46d7226c7337,Parcel,17811110005,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Jaguar Land Rover Henderson MSP,,,360 N GIBSON RD,"HENDERSON, NV 89014","Findlay Management Group, Inc.",7022392725,1618876800000.0,236645.609618104,2078.71693772886
418639,CPLN2021007824,PlanManagement,3820d629-f182-4c25-9f7d-f62191a46bf3,Master Sign Plan,1622553951000.0, ,,a033746f-68f0-4c81-b287-460cae999e8a,Parcel,16132810043,CD - Current Planning and Entitlements,Master Sign Plan,Pending,Sunset Vista Professional Park - Roseman University ,,,4 SUNSET WAY D,"HENDERSON, NV 89014",Roseman University of Health Services ,8016736300,1622505600000.0,45714.14032408,867.4830507428361
418640,CPLN2020006228,PlanManagement,866fe9fb-084b-4e4c-a7bc-40137d4cad6b,Master Sign Plan,1603670400000.0, ,,b160748d-f603-4910-84ef-2b392b862628,Parcel,19103110001,CD - Current Planning and Entitlements,Master Sign Plan,Pending,St Rose & Bermuda Master Sign Plan,,,1217 OSSA ST,"HENDERSON, NV 89052",Ryland Homes / Lennar,7024504907,1601510400000.0,4503.7861619304995,298.65621471587303
