OBJECTID_BILLBOARD,LVBOARDS_,LVBOARDS_I,SIGN_TYPE,STREET_NUM,STREET_DIR,STREET_NAM,PARCEL,PARCELOLD,APPLICANT,SIGN_AREA,SIGN_HEIGH,TAG_NUM,APPLY_DATE,NOTES_SUP,NOTES_VAR,NOTES_RQR,NOTES,SIZE_,FIELD_CHEC,FREEWAY,APP_FIN,WARD_BILLBOARD,OBJECTID_1,CALC_ACRES,ASSR_ACRES,LABEL_CLAS,PARCELTYPE,PRCLID,PRCLKEY,PRCLVER,PCLBOOK,PCLSEC,PCLPAGE,PCLSUBD,PCLNO,TAXDIST_SP,FDPHANTOM,FIREMAPNO,CENTRACT,SHAPE_LENG,PRECINCT,COMMISSION,ASSEMBLY,SENATE,CONGRESS,TAZ,AREA,PERIMETER,WARD_PARCEL,CNTY_IS,SHADE,ACRES,SQ_MILES,ZIP,OBJECTID_PARCEL,TAXDIST,OWNER,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,ADDRESS5,NAMETAG,ZIPCODE,COMNAME,STRNO,STRFRAC,STRDIR,STRNAME,STRTYPE,STRCITY,STRUNIT,COMMENT1,COMMENT2,FIXD,SUBTAG,LEGAL1,LEGAL2,LEGAL3,LEGAL4,LEGAL5,LEGAL6,ASSDYR,CONSTYR,DOCDATE,FILLER1,DOCNO,DOCMULTI,DOCVEST,SALEPRICE,SALETYPE,SALEDATE,PORTION,BK1,BK2,SECTNO,TOWNSHIP,RANGE,LANDUSE,CAPACITY,LANDCD1,LANDACRE1,LANDVAL1,LANDCD2,LANDACRE2,LANDVAL2,IMPVAL,PRCD1,PRVAL1,PRCD2,PRVAL2,PRCD3,PRVAL3,EXMPCD,EXMPVAL,LYACRES,LYLNDVAL,LYIMPVAL,LYPPVAL,LYEXCD,LYEXVAL,LY2ACRES,LY2LNDVAL,LY2IMPVAL,LY2PPVAL,LY2EXCD,LY2EXVAL,OWNERNUM,OWNERDEN,ETALFLAG,UPDDATE,LASTUPDATE,LOTSQFT,OLDPARCEL,INACTPCL,INACTREF,FILLER2,PCLBOOK3,PCL5,PCL6,PCL8,OLDBOOK,OLDPCL,OLDPAGE,OLDLOT,OLDFILL,ZIPMAIN,ZIPLUS4,LOCATION,STR,ADBOOK,ADPAGE,ADDR_OWN,ADDRESS,INACTNEWPC,LUCODE,SHAPE_LE_1,Shape__Area,Shape__Length
12,16,1,AA,2750,N,Decatur,13918302002,13918302002,Clear Channel Outdoor,672,40,0,03/20/91,U-30-91, ,RQR-33320; U-30-91(1), ,14x48,1,300, ,5,563961.0,0.0,1.1300000000000001,701.0,0.0,13918302002,701.0,701.0,139,18,3,02,002,200.0,2122-61,2122.0,3428.0,12854.3725801,4000.0,D,3.0,3.0,4.0,353.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89108.0,297041.0,200.0,WIENS HOLDING L P,C/O M WIENS JR,5720 ARVILLE ST STE 115,LAS VEGAS NV 89118, , , ,891180000.0, ,2750.0, ,N,DECATUR,BLVD,LV, , , ,00000000, ,PT NW4 SW4 SEC 18 20 61, , , , , ,2027.0,0.0,20120730, ,2012073000652, ,NS,0.0, , , , , ,18,20,61,0.0,0.0, ,1.0,163667.0, ,0.0,0.0,0.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,159360.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13918302002,0.0, ,139,13918,139183,13918302,139,139183020,183,020,02,89118.0,0.0,002750   N DECATUR               BLVDL,1820  61,0000,0000,WIENS HOLDING L P               C/O M WIENS JR                  5720 ARVILLE ST STE 115         LAS VEGAS NV 89118,002750   N DECATUR               BLVD, ,0.0,965.93834965,49748.5390625,965.9383496519937
13,17,7, ,0, , ,13918403002,13918403001,LAMAR,672,40,0, ,U-21-97, ,RQR-21509; U-21-97(1), ,14x48,1,300, ,5,557704.0,0.0,0.59,701.0,0.0,13918403002,701.0,701.0,139,18,4,03,002,200.0,2122-94,2122.0,3428.0,12854.3725801,4000.0,D,3.0,3.0,4.0,353.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89108.0,297049.0,200.0,BEST AMIGOS L L C,2905 W WASHINGTON AVE,LAS VEGAS NV 89107, , , , ,891070000.0, ,2401.0, ,N,RANCHO,DR,LV, , , ,00000000, ,PT SE4 SW4 SEC 18 20 61, , , , , ,2027.0,1965.0,20170104, ,2017010402059, ,NS,1100000.0,R,20170101, , , ,18,20,61,370000.0,1.0, ,1.0,121433.0, ,0.0,0.0,30028.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,110189.0,29634.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13918403002,0.0, ,139,13918,139184,13918403,139,139184030,184,030,02,89107.0,0.0,002401   N RANCHO                DR  L,1820  61,0000,0000,BEST AMIGOS L L C               2905 W WASHINGTON AVE           LAS VEGAS NV 89107,002401   N RANCHO                DR, ,370.0,691.44033354,28933.12890625,691.4403335373956
14,18,6,AA,2151,N,RANCHO,13919103002,13919103001,Clear Channel Outdoor,672,40,0, ,U-29-96, ,RQR-33341, ,14x48,1,300, ,5,583214.0,0.0,1.17,701.0,0.0,13919103002,701.0,701.0,139,19,1,03,002,200.0,2222-25,2222.0,3429.0,17242.9657024,4034.0,D,3.0,3.0,4.0,350.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89108.0,297105.0,200.0,RANCHO LAS VEGAS PROPERTY L L C,PO BOX 50620,IDAHO FALLS ID 83405, , , , ,834050000.0, ,2151.0, ,N,RANCHO,DR,LV, ,CC-20170407:2480, ,PM00830048        L1, ,PARCEL MAP FILE 83 PAGE 48,LOT 1, , , , ,2027.0,1997.0,20170407, ,2017040702480, ,NS,2150000.0,R,20170401, , , ,19,20,61,358000.0,1.0, ,1.0,392431.0, ,0.0,0.0,321172.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,356755.0,326543.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13919601002,0.0, ,139,13919,139191,13919103,139,139191030,191,030,02,83405.0,0.0,002151   N RANCHO                DR  L,1920  61,0083,0048,RANCHO LAS VEGAS PROPERTY L L C PO BOX 50620                    IDAHO FALLS ID 83405,002151   N RANCHO                DR, ,358.0,902.25701886,50983.2421875,902.2570188655612
15,21,9,AA,1998,N,RANCHO,13919705001,13919705001,Rancho Allen,672,40,1722,10-3-96,U-80-96, ,RQR-34410;RQR-18896; RQR-5741, ,14x48,1,300, ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,22,8, ,1999,N,Rancho,13919703005,13919703005,Clear Channel Outdoor,672,40,0, ,U-36-87, ,"RQR-23936; U-36-87(1),(2)&(3)", ,14x48,1,300, ,5,831345.0,0.0,1.54,701.0,0.0,13919703005,701.0,701.0,139,19,7,03,005,200.0,2222-57,2222.0,3429.0,17242.9657024,4529.0,D,6.0,4.0,4.0,350.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89106.0,298899.0,200.0,N P RANCHO L L C,C/O GENERAL COUNSEL,1505 SOUTH PAVILION CENTER DR,LAS VEGAS NV 89135-1403, , , ,891351403.0, ,1999.0, ,N,RANCHO,DR,LV, , , ,00000000, ,PT N2 SE4 SEC 19 20 61, , , , , ,2027.0,2004.0,20110617, ,2011061702617, ,NS,2100000.0,M,20020101, , , ,19,20,61,730000.0,1.0, ,2.0,258266.0, ,0.0,0.0,43092.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,234787.0,43168.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13919703005,0.0, ,139,13919,139197,13919703,139,139197030,197,030,05,89135.0,1403.0,001999   N RANCHO                DR  L,1920  61,0000,0000,N P RANCHO L L C                C/O GENERAL COUNSEL             1505 SOUTH PAVILION CENTER DR   LAS VEGAS NV 89135-1403,001999   N RANCHO                DR, ,730.0,1166.23474453,66937.23828125,1166.2114248845696
17,24,11,AA,1852,N,RANCHO,13919705001,13919705001,Rancho Allen,672,40,1723,10-3-96,U-80-96, ,RQR-34410;RQR-18896; RQR-5741, ,14x48,1,300, ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,26,3,AA,1767,N,RANCHO,13919812018,13919812018,?,672,40,404,7/19/94,U-109-94, ,RQR-30162;RQR-2891, ,14x48,1,300, ,5,531957.0,0.0,0.0,703.0,0.0,13919812018,703.0,703.0,139,19,8,12,018,200.0,2222-79,2222.0,3429.0,17242.9657024,4529.0,D,6.0,4.0,4.0,350.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89106.0,299272.0,200.0,REESE REAL ESTATE & INVEST CO,PO BOX 708490,SANDY UT 84070, , , , ,840700000.0, ,1767.0, ,N,RANCHO,DR,LV, , , ,PB00020038PTB14   L2, ,EASTLAND HGTS PLAT #1 AMD,PLAT BOOK 2 PAGE 38,PT LOT 2 BLOCK 14, , , ,2027.0,1995.0,20140116, ,2014011601541, ,NS,575000.0,R,20140101, , , ,19,20,61,378000.0,1.0, ,0.0,78821.0, ,0.0,0.0,82760.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,71656.0,83676.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13919812018,0.0, ,139,13919,139198,13919812,139,139198120,198,120,18,84070.0,0.0,001767   N RANCHO                DR  L,1920  61,0002,0038,REESE REAL ESTATE & INVEST CO   PO BOX 708490                   SANDY UT 84070,001767   N RANCHO                DR, ,378.0,606.13656484,20314.81640625,606.1365648407617
19,27,1,AA,1600,N,RANCHO,13920411005,13920411005,LAMAR,672,40,860,4/18/95,U-314-94, ,RQR-22270; RQR-4242, ,14x48,1,300, ,5,626737.0,0.0,0.0,703.0,0.0,13920411005,703.0,703.0,139,20,4,11,005,200.0,2223-91,2223.0,3431.0,11951.0461072,4529.0,D,6.0,4.0,4.0,1308.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89106.0,299489.0,200.0,R H D H PROPERTIES L L C,5277 TRILLIUM BLVD,HOFFMAN ESTATES IL 60192, , , , ,601920000.0, ,1600.0, ,N,RANCHO,DR,LV, , , ,PB00020028PT      L5, ,SEBEC ACRES,PLAT BOOK 2 PAGE 28,PT LOT 5,& PT LOT 6, , ,2027.0,1979.0,20050125, ,2005012503432, ,NS,0.0, , , , , ,20,20,61,358000.0,1.0, ,0.0,96433.0, ,0.0,0.0,51222.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,87666.0,53759.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13920411005,0.0, ,139,13920,139204,13920411,139,139204110,204,110,05,60192.0,0.0,001600   N RANCHO                DR  L,2020  61,0002,0028,R H D H PROPERTIES L L C        5277 TRILLIUM BLVD              HOFFMAN ESTATES IL 60192,001600   N RANCHO                DR, ,358.0,634.66024864,18774.939453125,634.6602486293582
20,28,4,AA,840,N,Rancho,13929702002,13929702002,VIACOM,672,40,820,3/16/95,U-319-94, ,RQR-31809; U-319-94(1), ,14x48,1,300, ,5,577244.0,0.0,1.34,701.0,0.0,13929702002,701.0,701.0,139,29,7,02,002,207.0,2323-56,2323.0,201.0,19539.1298865,4528.0,D,6.0,4.0,4.0,411.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89106.0,315153.0,207.0,840/844 RANCHO L L C,1125 CASHMAN DR,LAS VEGAS NV 89102-1911, , , , ,891021911.0, ,840.0, ,N,RANCHO,DR,LV, , , ,00000000, ,PT NW4 SE4 SEC 29 20 61, , , , , ,2027.0,0.0,20100322, ,2010032202561, ,NS,0.0, , , , , ,29,20,61,0.0,0.0, ,1.0,188973.0, ,0.0,0.0,0.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,173651.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13929702002,0.0, ,139,13929,139297,13929702,139,139297020,297,020,02,89102.0,1911.0,000840   N RANCHO                DR  L,2920  61,0000,0000,840/844 RANCHO L L C            1125 CASHMAN DR                 LAS VEGAS NV 89102-1911,000840   N RANCHO                DR, ,0.0,1118.30962157,59976.486328125,1118.3096215591604
21,29,8, ,816,N,Rancho,13929704001,13929704001,LAMAR,672,40,1239,12/6/95,U-107-95, ,RQR-6250; RQR-1738, ,14x48,1,300, ,5,569842.0,0.0,0.79,701.0,0.0,13929704001,701.0,701.0,139,29,7,04,001,207.0,2323-66,2323.0,201.0,19539.1298865,4528.0,D,6.0,4.0,4.0,411.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89106.0,315161.0,207.0,SELBY JOHN M & PENNY TRUST,SELBY PENNY TRS,C/O OREILLY AUTO STORES #2709,PO BOX 9167,SPRINGFIELD MO 65801, , ,658010000.0, ,816.0, ,N,RANCHO,DR,LV, , , ,PM00580005        L2, ,PARCEL MAP FILE 58 PAGE 5,LOT 2,& VAC RD, , , ,2027.0,1989.0,20051103, ,2005110302778, ,NS,875000.0,R,19960101, , , ,29,20,61,370000.0,1.0, ,1.0,126464.0, ,0.0,0.0,139923.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,114420.0,144586.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13929704001,0.0, ,139,13929,139297,13929704,139,139297040,297,040,01,65801.0,0.0,000816   N RANCHO                DR  L,2920  61,0058,0005,SELBY JOHN M & PENNY TRUST      SELBY PENNY TRS                 C/O OREILLY AUTO STORES #2709   PO BOX 9167                     SPRINGFIELD MO 65801,000816   N RANCHO                DR, ,370.0,752.2040169,34654.369140625,752.2040168910294
22,30,7, ,601,N,Rancho,13929703003,13929703003,Clear Channel Outdoor,672,40,0, ,U-34-66, , , ,14x48,1,750, ,5,524336.0,0.0,0.35000000000000003,701.0,0.0,13929703003,701.0,701.0,139,29,7,03,003,207.0,2323-76,2323.0,101.0,28476.6685097,4638.0,D,6.0,4.0,4.0,410.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89106.0,315160.0,207.0,M L P M L L C,9355 E STOCKTON BLVD STE 225,ELK GROVE CA 95624, , , , ,956240000.0, ,601.0, ,N,RANCHO,DR,LV, , , ,00000000, ,PT NW4 SE4 SEC 29 20 61, , , , , ,2027.0,1977.0,20211227, ,2021122701857, ,NS,1100000.0,R,20060701, , , ,29,20,61,360000.0,1.0, ,0.0,69369.0, ,0.0,0.0,28284.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,64033.0,29954.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20250826,20250826,0.0, ,13929703003,0.0, ,139,13929,139297,13929703,139,139297030,297,030,03,95624.0,0.0,000601   N RANCHO                DR  L,2920  61,0000,0000,M L P M L L C                   9355 E STOCKTON BLVD STE 225    ELK GROVE CA 95624,000601   N RANCHO                DR, ,360.0,508.76817044,15060.029296875,508.7681704302214
23,31,11, ,2401,W,Bonanza,13929801004,13929801004,LAMAR,672,0,0, , , , , ,14x48,1,750, ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,32,11, ,2220,W,Charleston,13932804010,13932804010, ,672,40,0,11-10-83, , , ,DONREY,14x48,0,300, ,5,751003.0,0.32100001,0.3,701.0,0.0,13932804010,701.0,701.0,139,32,8,04,010,200.0,2423-98,2423.0,203.0,19218.7742545,4027.0,D,10.0,3.0,4.0,526.0,,161583.305707,1,0.0,83.0,11202.3105405,17.50361022,89102.0,319007.0,200.0,KWIK-CHEK REALTY CO INC,C/O AV TAX DEPT #2052-17256,PO BOX 711,DALLAS TX 75221-0711, , , ,752210711.0, ,2220.0, ,W,CHARLESTON,BLVD,LV, ,BLDG REBUILT;RD 20191126:3569;.07A RD 2019112,6:3570,00000000, ,PT SE4 SE4 SEC 32 20 61, , , , , ,2027.0,1974.0,20200116, ,2020011653481, ,NS,0.0, , , , , ,32,20,61,358000.0,1.0, ,0.0,121206.0, ,0.0,0.0,41128.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,121206.0,41050.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20240617,20240617,0.0, ,030330042,0.0, ,139,13932,139328,13932804,139,139328040,328,040,10,75221.0,711.0,002220   W CHARLESTON            BLVDL,3220  61,0000,0000,KWIK-CHEK REALTY CO INC         C/O AV TAX DEPT #2052-17256     PO BOX 711                      DALLAS TX 75221-0711,002220   W CHARLESTON            BLVD, ,358.0,467.11770081,13975.662109375,467.11770081386027
26,34,19,AA,6704,W,Cheyene,13810816007,13810816007,LAMAR,672,30,0, , ,V-155-96,V-155-96(1), ,14x48,1,750, ,4,778733.0,4.33699989,4.43,807.0,0.0,13810816007,807.0,807.0,138,10,8,16,007,200.0,1918-99,1918.0,3412.0,18534.8657796,2004.0,B,3.0,3.0,4.0,226.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89108.0,211463.0,200.0,95 L L C,3711 REGULUS AVE STE 200,LAS VEGAS NV 89102, , , , ,891020000.0, ,6800.0, ,W,CHEYENNE,AVE,LV, ,.01A TO RD 20211222:3186, ,PB00370091PTB1    L1, ,CHEYENNE VILLAGE SHOPPING CENTER,PLAT BOOK 37 PAGE 91,PT LOT 1 BLOCK 1, , , ,2027.0,1985.0,20101105, ,2010110504763, ,NS,0.0, , , , , ,10,20,60,355000.0,1.0, ,4.0,607859.0, ,0.0,0.0,991873.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,540319.0,1017997.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20240603,20240603,0.0, ,13810816006,0.0, ,138,13810,138108,13810816,138,138108160,108,160,07,89102.0,0.0,006800   W CHEYENNE              AVE L,1020  60,0037,0091,95 L L C                        3711 REGULUS AVE STE 200        LAS VEGAS NV 89102,006800   W CHEYENNE              AVE, ,355.0,3436.34377473,188926.408203125,3436.31359109271
27,35,16,AA,1701,N,RAINBOW,13822812001,13822803001,LAMAR,672,40,417,7/26/94,U-55-89, ,"RQR-12174; U-55-89(1),(2)&(3)", ,14x48,1,750, ,5,604298.0,0.0,14.09,807.0,0.0,13822812001,807.0,807.0,138,22,8,12,001,200.0,2218-89,2218.0,3422.0,17582.7664083,2023.0,B,34.0,6.0,4.0,345.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89108.0,236234.0,200.0,JERMAC,C/O B PALLUCK,2655 S MARYLAND PKWY STE 201,LAS VEGAS NV 89109, , , ,891090000.0, ,1851.0, ,N,RAINBOW,BLVD,LV, ,SF 169-56, ,PB01370077        L1, ,ATHLETIC CLUB PLAZA,PLAT BOOK 137 PAGE 77,LOT 1, , , ,2027.0,2005.0,19980318, ,1998031802151, ,NS,0.0, , , , , ,22,20,60,345000.0,1.0, ,14.0,2577792.0, ,0.0,0.0,4804079.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,2362976.0,4810854.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20250915,20250915,0.0, ,13822803001,0.0, ,138,13822,138228,13822812,138,138228120,228,120,01,89109.0,0.0,001851   N RAINBOW               BLVDL,2220  60,0137,0077,JERMAC                          C/O B PALLUCK                   2655 S MARYLAND PKWY STE 201    LAS VEGAS NV 89109,001851   N RAINBOW               BLVD, ,345.0,3466.06899732,614067.423828125,3466.0689973128237
28,36,15, ,0, , ,13827501001,13827501001,LAMAR,672,55,0, ,U-65-92, ,RQR-34975; RQR-21508; U-65-92(1)&(2), ,14x48,1,750, ,1,675058.0,6.66699982,6.7,701.0,0.0,13827501001,701.0,701.0,138,27,5,01,001,200.0,2318-18,2318.0,3003.0,17627.7436748,3764.0,C,34.0,6.0,3.0,375.0,,161583.305707,1,0.0,83.0,11202.3105405,17.50361022,89128.0,249323.0,200.0,ROCK SPRINGS 55 APTS L L C,6021 S FORT APACHE RD # 100,LAS VEGAS NV 89148, , , , ,891480000.0, ,1501.0, , ,ROCK SPRINGS,DR,LV, , , ,00000000, ,PT HOMESITE PLACER MINING CLAIM,& PT NE4 NE4 SEC 27 20 60, , , , ,2027.0,2019.0,20170706, ,2017070601738, ,NS,2700000.0,R,20151201, , , ,27,20,60,150001.0,220.0, ,7.0,2156000.0, ,0.0,0.0,10423272.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,2156000.0,10314800.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13827501001,0.0, ,138,13827,138275,13827501,138,138275010,275,010,01,89148.0,0.0,001501     ROCK SPRINGS          DR  L,2720  60,0000,0000,ROCK SPRINGS 55 APTS L L C      6021 S FORT APACHE RD # 100     LAS VEGAS NV 89148,001501     ROCK SPRINGS          DR, ,150.0,2171.93730911,290413.189453125,2171.937309116583
29,37,16, ,1399, ,Rainbow,13827502007,13827502002, ,672,40,1435,4/22/96,U-138-90,V-86-95,RQR-25872; V-86-95(1)&(2), ,14x48,1,750, ,5,585566.0,0.0,1.93,701.0,0.0,13827502007,701.0,701.0,138,27,5,02,007,200.0,2318-29,2318.0,3104.0,12374.1589895,2025.0,B,34.0,6.0,4.0,376.0,,161583.305707,1,0.0,83.0,11202.3105405,17.50361022,89108.0,249327.0,200.0,E S S PRISA L L C,C/O PARADIGM TAX-ESS #0159,PO BOX 800729,DALLAS TX 75380, , , ,753800000.0, ,1399.0, ,N,RAINBOW,BLVD,LV, , , ,PM00600056        L1, ,PARCEL MAP FILE 60 PAGE 56,LOT 1,& PT NE4 NE4 SEC 27 20 60, , , ,2027.0,1989.0,20050726, ,2005072605040, ,NS,5659476.0,R,20050701, , , ,27,20,60,250000.0,90.0, ,2.0,411948.0, ,0.0,0.0,674553.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,382523.0,687578.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13827502006,0.0, ,138,13827,138275,13827502,138,138275020,275,020,07,75380.0,0.0,001399   N RAINBOW               BLVDL,2720  60,0060,0056,E S S PRISA L L C               C/O PARADIGM TAX-ESS #0159      PO BOX 800729                   DALLAS TX 75380,001399   N RAINBOW               BLVD, ,250.0,1310.85051705,84533.54296875,1310.8505170613957
30,38,6, ,192,N,Wallace,13826801009,13826801009,Clear Channel Outdoor,672,65,0, , , , ,"SDR-35904;L-0343-05, moved US95 widening;L-4725-04",14x48,1,750,Finnaled,1,561712.0,0.0,0.56,701.0,0.0,13826801009,701.0,701.0,138,26,8,01,009,200.0,2319-99,2319.0,3102.0,16779.2464185,2028.0,B,34.0,6.0,4.0,406.0,,161583.305707,1,0.0,83.0,11202.3105405,17.50361022,89107.0,247024.0,200.0,STATE OF NEVADA TRANSPORTATION,C/O RIGHT-OF-WAY DIV,1263 S STEWART ST,CARSON CITY NV 89712, , , ,897120000.0, ,0.0, , , , ,LV, , , ,PM00820093        L2, ,PARCEL MAP FILE 82 PAGE 93,LOT 2, , , , ,2027.0,0.0,20060418, ,2006041801518, ,NS,0.0, , , , , ,26,20,60,0.0,0.0, ,1.0,0.0, ,0.0,0.0,0.0, ,0.0, ,0.0, ,0.0,55,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13826801007,0.0, ,138,13826,138268,13826801,138,138268010,268,010,09,89712.0,0.0,000000                               L,2620  60,0082,0093,STATE OF NEVADA TRANSPORTATION  C/O RIGHT-OF-WAY DIV            1263 S STEWART ST               CARSON CITY NV 89712,000000, ,0.0,659.08917138,24403.759765625,659.08917137854
31,40,26,45,2017,W,Bonanza,13928401001,13928410023,Clear Channel Outdoor,672,70,0,5/20/04,SUP-12936, ,RQR-28136,L-4724-04,14x48,1,750,Finalled,5,529582.0,0.0,0.38,701.0,0.0,13928401001,701.0,701.0,139,28,4,01,001,212.0,2324-81,2324.0,201.0,19539.1298865,4528.0,D,6.0,4.0,4.0,412.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89106.0,312999.0,212.0,U-HAUL REAL ESTATE COMPANY,PO BOX 29046,PHOENIX AZ 85038-9046, , , , ,850389046.0, ,2021.0, ,W,BONANZA,RD,LV, , , ,00000000, ,PT SW4 SW4 SEC 28 20 61, , , , , ,2027.0,1982.0,19890717, ,1989071700509, ,NS,0.0, , , , , ,28,20,61,370000.0,1.0, ,0.0,43452.0, ,0.0,0.0,24197.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,40555.0,24902.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13928401001,0.0, ,139,13928,139284,13928401,139,139284010,284,010,01,85038.0,9046.0,002021   W BONANZA               RD  L,2820  61,0000,0000,U-HAUL REAL ESTATE COMPANY      PO BOX 29046                    PHOENIX AZ 85038-9046,002021   W BONANZA               RD, ,370.0,522.69175154,16150.1171875,522.6917515289897
32,41,25,45,1915,W,Bonanza,13928412001,13928401024,LAMAR,672,40,0, , , , ,"L-4521-03, moved US 95 widening",14x48,1,750, ,5,619085.0,0.0,9.77,807.0,0.0,13928412001,807.0,807.0,139,28,4,12,001,212.0,2324-83,2324.0,201.0,19539.1298865,4528.0,D,6.0,4.0,4.0,412.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89106.0,313139.0,212.0,DON & PAUL L L C,8350 EASTGATE RD,HENDERSON NV 89015, , , , ,890150000.0, ,1785.0, ,W,BONANZA,RD,LV,B,"FR 139-28-401-002,003,024,025,411-001;+.21C", ,PB01350030        L1, ,AHERN RENTAL MERGER & RESUB,PLAT BOOK 135 PAGE 30,LOT 1, , , ,2027.0,1974.0,20040609, ,2004060904347, ,NS,0.0, , , , , ,28,20,61,240000.0,1.0, ,10.0,950322.0, ,0.0,0.0,1239452.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,782005.0,1243705.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20250908,20250908,0.0, ,13928411001,0.0, ,139,13928,139284,13928412,139,139284120,284,120,01,89015.0,0.0,001785   W BONANZA               RD  L,2820  61,0135,0030,DON & PAUL L L C                8350 EASTGATE RD                HENDERSON NV 89015,001785   W BONANZA               RD, ,240.0,3813.94042235,414064.6640625,3813.940422354291
